review_id,k,scale,fragility_score,fragility_class,fragility_frac_sig,fragility_top_dim,bias_n_detect,bias_concordance,bias_class,bias_egger_p,bias_tf_k0,pred_pi_ci_ratio,pred_discordance,pred_I2,pred_tau2,orb_score,orb_class,orb_excess_sig,repro_class,repro_oa_coverage,repro_rate_strict,overlap_max_jaccard,overlap_max_shared,composite_score,d1_fragility_norm,d2_bias_norm,d3_prediction_norm,d4_orb_norm,d5_repro_norm,d6_overlap_norm,grade
CD012268,21,difference,26.41,Unstable,0.6904761904761905,Estimator,0,100,Suspected,0.5148,1,2.35,CONCORDANT_NS,45.7,0.1552,20.0,Low_Risk,-0.47,no_extraction,0.47619047619047616,0.0,0.037,1,69.9,26.4,100.0,73.0,80.0,47.6,92.6,B
CD012397,3,ratio,52.38,Fragile,0.09523809523809523,Leave-One-Out,0,0,unknown,1.0,0,12.72,CONCORDANT_NS,95.6,1.038,45.0,Moderate_Risk,1.89,no_extraction,0.0,0.0,0.0769,1,48.7,52.4,100.0,0,55.0,0.0,84.6,C
CD012426,4,ratio,80.0,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.13,no_extraction,0.0,0.0,0,0,74.3,80.0,100.0,76.0,90.0,0.0,100,B
CD012429,4,ratio,86.67,Moderate,0.0,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.1,no_extraction,0.0,0.0,0,0,77.1,86.7,100.0,76.0,100.0,0.0,100,B
CD012445,5,difference,78.57,Moderate,0.0,Leave-One-Out,0,100,Suspected,0.7631,0,3.29,CONCORDANT_NS,64.4,0.1929,15.0,Low_Risk,0.77,no_extraction,0.0,0.0,0,0,69.6,78.6,100.0,54.2,85.0,0.0,100,B
CD012503,17,ratio,31.22,Unstable,0.31216931216931215,Bias Correction,1,100,Confirmed,0.0188,4,1.23,FALSE_REASSURANCE,0.8,0.0016,20.0,Low_Risk,-1.29,insufficient,0.47058823529411764,0.0,0.04,1,72.2,31.2,87.5,95.4,80.0,47.1,92.0,B
CD012570,10,ratio,45.45,Unstable,0.0,Bias Correction,1,50,Clean,0.2215,3,1.18,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-0.28,no_extraction,0.1,0.0,0.0051,1,69.7,45.5,87.5,96.4,80.0,10.0,99.0,B
CD012572,4,ratio,86.67,Moderate,0.13333333333333333,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.44,no_extraction,0.0,0.0,0,0,77.1,86.7,100.0,76.0,100.0,0.0,100,B
CD012586,42,ratio,64.82,Fragile,0.3517903285345146,Bias Correction,2,100,Confirmed,0.0187,0,1.03,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,0.09,no_extraction,0.0,0.0,0.0398,8,68.5,64.8,75.0,99.4,80.0,0.0,92.0,B
CD012623,9,ratio,86.83,Moderate,0.13174603174603175,Bias Correction,0,100,Suspected,0.7214,1,2.12,CONCORDANT_NS,25.9,0.0024,40.0,Moderate_Risk,2.02,no_extraction,0.125,0.0,0.0476,1,71.2,86.8,100.0,77.6,60.0,12.5,90.5,B
CD012635,6,ratio,73.47,Moderate,0.0,Estimator,0,100,Suspected,0.9348,1,2.26,CONCORDANT_NS,28.0,0.0169,10.0,Low_Risk,-0.21,major_discrepancy,0.6153846153846154,0.5,0,0,83.3,73.5,100.0,74.8,90.0,61.5,100,A
CD012642,4,ratio,73.33,Moderate,0.0,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.44,no_extraction,0.0,0.0,0,0,73.2,73.3,100.0,76.0,90.0,0.0,100,B
CD012693,8,ratio,54.32,Fragile,0.5432098765432098,Bias Correction,0,100,Clean,0.9918,0,2.17,FALSE_REASSURANCE,28.7,0.1469,0.0,Low_Risk,-0.15,no_extraction,0.0,0.0,0.0189,1,71.2,54.3,100.0,76.6,100.0,0.0,96.2,B
CD012712,20,ratio,100.0,Robust,1.0,Estimator,2,100,Suspected,0.0001,6,1.07,CONCORDANT_SIG,0.0,0.0,40.0,Moderate_Risk,6.19,insufficient,0.3625,0.13793103448275862,0.0476,2,76.7,100.0,75.0,98.6,60.0,36.2,90.5,B
CD012718,5,ratio,64.55,Fragile,0.6455026455026455,Bias Correction,0,50,Discordant,0.5404,0,3.68,FALSE_REASSURANCE,83.6,0.0559,30.0,Moderate_Risk,-0.89,no_extraction,0.0,0.0,0.0286,1,62.5,64.5,100.0,46.4,70.0,0.0,94.3,B
CD012757,3,ratio,30.56,Unstable,0.3055555555555556,CI Method,0,0,unknown,1.0,0,6.48,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,0.65,no_extraction,0.0,0.0,0,0,55.1,30.6,100.0,0,100.0,0.0,100,C
CD012850,5,ratio,66.67,Fragile,0.0,Bias Correction,0,50,Discordant,0.7199,0,2.01,CONCORDANT_NS,9.5,0.0069,0.0,Low_Risk,-0.18,no_extraction,0.0625,0.0,0,0,75.5,66.7,100.0,79.8,100.0,6.2,100,B
CD012891,13,ratio,62.81,Fragile,0.6281179138321995,Bias Correction,1,100,Confirmed,0.0719,1,3.28,FALSE_REASSURANCE,74.9,0.2034,35.0,Moderate_Risk,0.91,no_extraction,0.0,0.0,0,0,61.6,62.8,87.5,54.4,65.0,0.0,100,B
CD012905,12,ratio,50.18,Fragile,0.5018315018315018,Estimator,0,100,Clean,0.5991,0,2.59,FALSE_REASSURANCE,42.3,0.063,25.0,Moderate_Risk,1.97,no_extraction,0.09090909090909091,0.0,0,0,67.1,50.2,100.0,68.2,75.0,9.1,100,B
CD012925,6,ratio,44.22,Unstable,0.036281179138321996,Bias Correction,2,50,Confirmed,0.0413,0,3.26,CONCORDANT_NS,79.7,0.0469,30.0,Moderate_Risk,0.35,no_extraction,0.9333333333333333,0.0,0.04,2,71.6,44.2,75.0,54.8,70.0,93.3,92.0,B
CD012942,36,ratio,61.0,Fragile,0.0,Bias Correction,0,50,Discordant,0.6446,0,4.39,CONCORDANT_NS,51.7,0.0432,55.0,High_Risk,5.77,no_extraction,0.10810810810810811,0.0,0.0082,1,57.9,61.0,100.0,32.2,45.0,10.8,98.4,C
CD012967,3,ratio,91.67,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.15,no_extraction,0.3333333333333333,0.0,0,0,70.8,91.7,100.0,0,100.0,33.3,100,B
CD012993,13,ratio,42.86,Unstable,0.047619047619047616,Bias Correction,2,50,Confirmed,0.0163,2,2.49,CONCORDANT_NS,32.3,0.11,0.0,Low_Risk,0.38,no_extraction,0.0,0.0,0,0,64.7,42.9,75.0,70.2,100.0,0.0,100,B
CD013042,13,ratio,64.63,Fragile,0.02040816326530612,Bias Correction,2,50,Confirmed,0.0098,2,2.65,CONCORDANT_NS,48.3,0.0093,10.0,Low_Risk,-0.6,no_extraction,0.1518987341772152,0.0,0,0,68.6,64.6,75.0,67.0,90.0,15.2,100,B
CD013051,7,ratio,53.17,Fragile,0.5317460317460317,Bias Correction,3,75,Confirmed,0.0006,1,3.41,FALSE_REASSURANCE,90.1,0.2259,50.0,High_Risk,-0.43,no_extraction,0.0,0.0,0.1176,2,49.0,53.2,62.5,51.8,50.0,0.0,76.5,C
CD013052,5,ratio,100.0,Robust,0.0,Estimator,0,100,Suspected,0.6916,0,1.62,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.22,no_extraction,0.08333333333333333,0.0,0.1579,3,75.7,100.0,100.0,87.6,90.0,8.3,68.4,B
CD013053,4,ratio,53.33,Fragile,0.5333333333333333,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_SIG,0.0,0.0,15.0,Low_Risk,1.52,no_extraction,0.0,0.0,0.1579,3,63.8,53.3,100.0,76.0,85.0,0.0,68.4,B
CD013054,8,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,2,50,Confirmed,0.0003,2,2.59,CONCORDANT_SIG,47.4,0.0084,30.0,Moderate_Risk,3.07,no_extraction,0.0,0.0,0.1,2,60.0,66.7,75.0,68.2,70.0,0.0,80.0,B
CD013055,3,ratio,41.67,Unstable,0.4166666666666667,CI Method,0,0,unknown,1.0,0,6.48,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,0.65,no_extraction,0.0,0.0,0.1818,2,50.9,41.7,100.0,0,100.0,0.0,63.6,C
CD013056,4,ratio,12.7,Unstable,0.12698412698412698,CI Method,0,0,unknown,1.0,0,4.37,FALSE_REASSURANCE,81.4,0.0526,50.0,High_Risk,-0.78,no_extraction,0.0,0.0,0.1818,2,43.2,12.7,100.0,32.6,50.0,0.0,63.6,C
CD013059,5,ratio,10.58,Unstable,0.10582010582010581,CI Method,0,100,Suspected,0.7464,1,1.62,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,-0.87,no_extraction,0.11891891891891893,0.0,0,0,68.3,10.6,100.0,87.6,100.0,11.9,100,B
CD013071,16,ratio,100.0,Robust,0.0,Estimator,0,100,Suspected,0.5883,1,1.09,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.95,insufficient,0.08333333333333333,0.5,0.027,1,83.5,100.0,100.0,98.2,100.0,8.3,94.6,A
CD013105,5,ratio,68.52,Fragile,0.037037037037037035,Bias Correction,0,50,Discordant,0.1897,2,2.9,CONCORDANT_NS,49.3,0.4552,0.0,Low_Risk,-0.2,no_extraction,0.14285714285714285,0.0,0.0204,1,73.5,68.5,100.0,62.0,100.0,14.3,95.9,B
CD013197,64,ratio,60.61,Fragile,0.0673992673992674,Bias Correction,0,50,Discordant,0.4738,2,6.25,CONCORDANT_NS,69.2,1.2938,55.0,High_Risk,8.57,insufficient,0.25,0.05555555555555555,0.0179,1,54.5,60.6,100.0,0,45.0,25.0,96.4,C
CD013232,121,ratio,59.02,Fragile,0.0,Bias Correction,0,25,Discordant,0.1424,6,1.01,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-3.29,no_extraction,0.052478134110787174,0.0,0.0902,12,72.7,59.0,100.0,99.8,90.0,5.2,82.0,B
CD013255,9,ratio,66.35,Fragile,0.6634920634920635,Bias Correction,3,100,Confirmed,0.0255,0,3.32,FALSE_REASSURANCE,80.6,0.1356,45.0,Moderate_Risk,1.05,no_extraction,0.1111111111111111,0.0,0,0,58.1,66.3,62.5,53.6,55.0,11.1,100,C
CD013278,12,ratio,76.19,Moderate,0.23809523809523808,Bias Correction,1,100,Confirmed,0.0832,2,1.14,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.77,no_extraction,0.05555555555555555,0.0,0,0,76.1,76.2,87.5,97.2,90.0,5.6,100,B
CD013284,4,ratio,66.67,Fragile,0.0,Leave-One-Out,0,0,unknown,1.0,0,2.7,CONCORDANT_NS,12.0,0.061,0.0,Low_Risk,-0.15,no_extraction,0.6,0.0,0,0,82.1,66.7,100.0,66.0,100.0,60.0,100,A
CD013295,66,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,0,100,Suspected,0.1474,0,5.27,FALSE_REASSURANCE,52.3,0.206,55.0,High_Risk,8.56,no_extraction,0.08666666666666667,0.0,0.0095,1,55.5,66.7,100.0,14.6,45.0,8.7,98.1,C
CD013332,10,ratio,60.61,Fragile,0.6060606060606061,Bias Correction,0,50,Discordant,0.1874,0,2.67,FALSE_REASSURANCE,46.9,0.0966,0.0,Low_Risk,0.0,no_extraction,0.02857142857142857,0.0,0.0233,1,70.9,60.6,100.0,66.6,100.0,2.9,95.3,B
CD013342,8,ratio,13.4,Unstable,0.13403880070546736,CI Method,2,50,Confirmed,0.0366,2,2.5,FALSE_REASSURANCE,48.4,0.0826,10.0,Low_Risk,-0.91,no_extraction,0.22033898305084745,0.0,0.0294,1,60.8,13.4,75.0,70.0,90.0,22.0,94.1,B
CD013344,6,ratio,66.67,Fragile,0.0,Bias Correction,0,50,Discordant,0.2404,0,1.42,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.53,insufficient,0.08333333333333333,1.0,0.0156,1,77.2,66.7,100.0,91.6,100.0,8.3,96.9,B
CD013353,6,difference,68.71,Fragile,0.6870748299319728,Bias Correction,0,100,Suspected,0.3094,1,3.26,FALSE_REASSURANCE,73.9,2.4296,15.0,Low_Risk,-1.76,no_extraction,0.08333333333333333,0.0,0,0,69.5,68.7,100.0,54.8,85.0,8.3,100,B
CD013355,4,ratio,40.95,Unstable,0.0,Leave-One-Out,0,0,unknown,1.0,0,3.47,CONCORDANT_NS,35.1,0.2861,10.0,Low_Risk,-0.25,no_extraction,0.25,0.0,0.1111,1,64.1,41.0,100.0,50.6,90.0,25.0,77.8,B
CD013358,6,ratio,59.41,Fragile,0.07936507936507936,Bias Correction,0,50,Discordant,0.4675,0,3.3,CONCORDANT_NS,78.6,0.4363,30.0,Moderate_Risk,0.85,no_extraction,0.09615384615384616,0.0,0.0114,1,65.1,59.4,100.0,54.0,70.0,9.6,97.7,B
CD013366,7,ratio,100.0,Robust,0.0,Estimator,0,100,Clean,0.9266,0,1.4,CONCORDANT_NS,1.3,0.0081,0.0,Low_Risk,-0.31,insufficient,0.12,0.0,0,0,84.0,100.0,100.0,92.0,100.0,12.0,100,A
CD013396,16,ratio,96.36,Robust,0.0,Leave-One-Out,0,100,Clean,0.8783,0,2.7,CONCORDANT_NS,40.6,0.2353,10.0,Low_Risk,0.32,insufficient,0.4166666666666667,0.05,0,0,82.3,96.4,100.0,66.0,90.0,41.7,100,A
CD013408,5,ratio,29.1,Unstable,0.291005291005291,Bias Correction,0,100,Suspected,0.7768,1,2.67,FALSE_REASSURANCE,34.9,0.0483,0.0,Low_Risk,0.34,no_extraction,0.0,0.0,0,0,66.0,29.1,100.0,66.6,100.0,0.0,100,B
CD013414,15,ratio,68.75,Fragile,0.6875,Bias Correction,0,100,Clean,0.7373,0,3.04,FALSE_REASSURANCE,54.7,0.1791,25.0,Moderate_Risk,-2.04,insufficient,0.22727272727272727,0.2,0.0345,2,69.8,68.8,100.0,59.2,75.0,22.7,93.1,B
CD013421,15,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,2,100,Confirmed,0.0374,3,3.17,FALSE_REASSURANCE,60.4,0.1345,55.0,High_Risk,2.49,no_extraction,0.0,0.0,0,0,57.2,66.7,75.0,56.6,45.0,0.0,100,C
CD013425,21,ratio,98.48,Robust,0.9848484848484849,Leave-One-Out,2,100,Confirmed,0.0024,5,1.07,CONCORDANT_SIG,0.0,0.0,25.0,Moderate_Risk,1.14,no_extraction,0.023809523809523808,0.0,0.0104,1,74.6,98.5,75.0,98.6,75.0,2.4,97.9,B
CD013429,4,ratio,71.11,Moderate,0.7111111111111111,Leave-One-Out,0,0,unknown,1.0,0,2.2,CONCORDANT_SIG,0.0,0.0,10.0,Low_Risk,-0.9,no_extraction,0.0,0.0,0.007,1,72.6,71.1,100.0,76.0,90.0,0.0,98.6,B
CD013445,39,ratio,66.63,Fragile,0.6662698412698412,Bias Correction,3,50,Confirmed,0.0001,0,4.34,FALSE_REASSURANCE,57.2,0.0068,75.0,High_Risk,2.05,no_extraction,0.07692307692307693,0.0,0.0164,1,48.6,66.6,62.5,33.2,25.0,7.7,96.7,C
CD013456,12,ratio,67.28,Fragile,0.6727716727716728,Leave-One-Out,0,100,Suspected,0.3186,0,1.94,FALSE_REASSURANCE,17.6,0.0369,10.0,Low_Risk,0.23,no_extraction,0.3333333333333333,0.0,0,0,78.6,67.3,100.0,81.2,90.0,33.3,100,B
CD013462,17,ratio,55.91,Fragile,0.007054673721340388,Bias Correction,0,50,Discordant,0.2421,1,3.33,CONCORDANT_NS,62.2,0.7111,55.0,High_Risk,3.84,no_extraction,0.0,0.0,0.0048,1,58.9,55.9,100.0,53.4,45.0,0.0,99.0,C
CD013474,6,ratio,38.1,Unstable,0.0,Leave-One-Out,0,25,Discordant,0.3467,0,2.81,CONCORDANT_NS,64.0,0.0504,50.0,High_Risk,1.59,no_extraction,0.2222222222222222,0.0,0,0,62.4,38.1,100.0,63.8,50.0,22.2,100,B
CD013476,3,ratio,100.0,Robust,0.0,Estimator,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.41,no_extraction,0.0,0.0,0,0,66.7,100.0,100.0,0,100.0,0.0,100,B
CD013508,4,ratio,93.33,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,3.38,CONCORDANT_NS,33.9,0.1543,0.0,Low_Risk,-0.24,no_extraction,0.23809523809523808,0.0,0.027,2,77.4,93.3,100.0,52.4,100.0,23.8,94.6,B
CD013539,29,ratio,85.87,Moderate,0.0,Leave-One-Out,0,100,Clean,0.2869,2,1.05,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-0.73,no_extraction,0.0,0.0,0,0,77.5,85.9,100.0,99.0,80.0,0.0,100,B
CD013541,8,ratio,100.0,Robust,0.0,Estimator,0,100,Suspected,0.7732,1,1.25,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.36,no_extraction,0.0,0.0,0.0154,1,82.0,100.0,100.0,95.0,100.0,0.0,96.9,A
CD013561,5,ratio,88.36,Moderate,0.06084656084656084,Leave-One-Out,0,100,Suspected,0.8231,0,2.71,CONCORDANT_NS,36.6,0.1155,0.0,Low_Risk,0.64,no_extraction,0.0,0.0,0.0385,1,74.4,88.4,100.0,65.8,100.0,0.0,92.3,B
CD013571,4,ratio,34.6,Unstable,0.346031746031746,Bias Correction,0,0,unknown,1.0,0,3.59,FALSE_REASSURANCE,44.2,0.0172,0.0,Low_Risk,-0.14,no_extraction,0.25,0.0,0,0,68.0,34.6,100.0,48.2,100.0,25.0,100,B
CD013590,5,ratio,77.78,Moderate,0.0,Bias Correction,0,50,Discordant,0.2879,1,1.62,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.46,no_extraction,0.2903225806451613,0.0,0,0,82.4,77.8,100.0,87.6,100.0,29.0,100,A
CD013591,13,difference,56.46,Fragile,0.564625850340136,Estimator,1,100,Confirmed,0.1689,3,2.66,FALSE_REASSURANCE,91.0,15.7784,50.0,High_Risk,-2.92,no_extraction,0.07142857142857142,0.0,0.0278,1,60.4,56.5,87.5,66.8,50.0,7.1,94.4,B
CD013595,3,ratio,41.67,Unstable,0.4166666666666667,CI Method,0,0,unknown,1.0,0,6.48,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,0.19,no_extraction,0.0,0.0,0,0,56.9,41.7,100.0,0,100.0,0.0,100,C
CD013613,3,ratio,75.0,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.11,no_extraction,0.125,0.0,0,0,64.6,75.0,100.0,0,100.0,12.5,100,B
CD013614,15,ratio,100.0,Robust,1.0,Estimator,3,100,Confirmed,0.0256,0,3.64,CONCORDANT_SIG,80.0,0.1341,40.0,Moderate_Risk,0.78,no_extraction,0.15384615384615385,0.0,0.0385,3,62.9,100.0,62.5,47.2,60.0,15.4,92.3,B
CD013631,3,ratio,91.67,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,9.69,CONCORDANT_NS,42.1,0.1854,0.0,Low_Risk,-0.44,no_extraction,0.0,0.0,0.0204,1,64.6,91.7,100.0,0,100.0,0.0,95.9,B
CD013643,6,ratio,46.94,Unstable,0.46938775510204084,Bias Correction,0,100,Clean,0.9926,0,2.71,FALSE_REASSURANCE,57.5,0.5311,25.0,Moderate_Risk,0.32,no_extraction,0.1,0.0,0,0,66.3,46.9,100.0,65.8,75.0,10.0,100,B
CD013672,7,ratio,66.87,Fragile,0.03968253968253968,Bias Correction,0,50,Discordant,0.2289,0,2.99,CONCORDANT_NS,68.7,0.0265,25.0,Moderate_Risk,-0.91,no_extraction,0.42857142857142855,0.0,0,0,74.2,66.9,100.0,60.2,75.0,42.9,100,B
CD013715,7,ratio,33.73,Unstable,0.3373015873015873,Bias Correction,2,50,Confirmed,0.0261,1,2.73,FALSE_REASSURANCE,55.1,0.126,25.0,Moderate_Risk,-0.71,no_extraction,0.0,0.0,0,0,58.2,33.7,75.0,65.4,75.0,0.0,100,C
CD013719,4,ratio,24.13,Unstable,0.24126984126984127,CI Method,0,0,unknown,1.0,0,4.31,FALSE_REASSURANCE,79.9,0.3246,30.0,Moderate_Risk,0.79,no_extraction,0.045454545454545456,0.0,0,0,55.4,24.1,100.0,33.8,70.0,4.5,100,C
CD013726,12,ratio,92.43,Robust,0.06105006105006105,Estimator,0,100,Suspected,0.664,2,3.22,CONCORDANT_NS,69.0,0.5466,40.0,Moderate_Risk,1.35,no_extraction,0.07142857142857142,0.0,0,0,69.2,92.4,100.0,55.6,60.0,7.1,100,B
CD013745,3,ratio,36.11,Unstable,0.3611111111111111,Leave-One-Out,0,0,unknown,1.0,0,6.48,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,-0.26,no_extraction,0.0,0.0,0,0,56.0,36.1,100.0,0,100.0,0.0,100,C
CD013748,8,ratio,24.69,Unstable,0.24691358024691357,Bias Correction,0,100,Suspected,0.6844,0,1.25,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,0.13,no_extraction,0.0,0.0,0,0,69.9,24.7,100.0,95.0,100.0,0.0,100,B
CD013757,6,ratio,33.79,Unstable,0.3378684807256236,Leave-One-Out,0,100,Clean,0.631,1,2.58,FALSE_REASSURANCE,53.6,0.178,50.0,High_Risk,1.61,no_extraction,0.16666666666666666,0.0,0,0,61.5,33.8,100.0,68.4,50.0,16.7,100,B
CD013758,4,ratio,89.52,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-0.2,no_extraction,0.16129032258064516,0.0,0,0,76.9,89.5,100.0,76.0,80.0,16.1,100,B
CD013763,21,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,2,100,Confirmed,0.0078,6,2.1,CONCORDANT_SIG,14.3,0.0459,0.0,Low_Risk,-1.28,no_extraction,0.07272727272727272,0.0,0.0309,3,70.1,66.7,75.0,78.0,100.0,7.3,93.8,B
CD013764,4,ratio,60.0,Fragile,0.0,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.11,no_extraction,0.16666666666666666,0.0,0,0,73.8,60.0,100.0,76.0,90.0,16.7,100,B
CD013773,7,ratio,65.28,Fragile,0.6527777777777778,Bias Correction,0,100,Clean,0.5874,1,1.31,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-1.43,no_extraction,0.2222222222222222,0.0,0.04,1,78.9,65.3,100.0,93.8,100.0,22.2,92.0,B
CD013774,3,ratio,28.57,Unstable,0.2857142857142857,CI Method,0,0,unknown,1.0,0,12.73,FALSE_REASSURANCE,97.2,0.1671,30.0,Moderate_Risk,0.0,no_extraction,0.0,0.0,0,0,49.8,28.6,100.0,0,70.0,0.0,100,C
CD013781,14,ratio,55.45,Fragile,0.5544973544973545,Bias Correction,2,50,Confirmed,0.0518,4,1.41,FALSE_REASSURANCE,4.2,0.02,0.0,Low_Risk,-0.62,insufficient,0.26666666666666666,0.16666666666666666,0.0061,1,74.6,55.5,75.0,91.8,100.0,26.7,98.8,B
CD013789,38,difference,87.42,Moderate,0.11721611721611722,Bias Correction,0,100,Suspected,0.7653,3,3.85,CONCORDANT_NS,41.9,0.0837,40.0,Moderate_Risk,2.35,no_extraction,0.0,0.0,0,0,65.1,87.4,100.0,43.0,60.0,0.0,100,B
CD013800,48,ratio,62.55,Fragile,0.6268221574344023,Bias Correction,0,100,Suspected,0.5417,0,6.13,FALSE_REASSURANCE,98.8,0.107,65.0,High_Risk,1.95,no_extraction,0.1875,0.0,0.027,2,51.8,62.5,100.0,0,35.0,18.8,94.6,C
CD013816,4,ratio,60.0,Fragile,0.06666666666666667,Leave-One-Out,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.13,insufficient,0.1111111111111111,0.0,0,0,74.5,60.0,100.0,76.0,100.0,11.1,100,B
CD013821,22,ratio,75.43,Moderate,0.22567287784679088,Estimator,0,100,Clean,0.8108,1,4.38,CONCORDANT_NS,91.0,0.2492,80.0,High_Risk,4.6,no_extraction,0.13636363636363635,0.0,0.0256,1,56.1,75.4,100.0,32.4,20.0,13.6,94.9,C
CD013822,15,ratio,52.18,Fragile,0.5218253968253969,Bias Correction,2,75,Confirmed,0.0005,2,3.53,FALSE_REASSURANCE,94.5,0.0291,70.0,High_Risk,-1.77,insufficient,0.4642857142857143,0.15384615384615385,0.0202,4,58.2,52.2,75.0,49.4,30.0,46.4,96.0,C
CD013827,14,ratio,71.11,Moderate,0.0,Bias Correction,0,50,Discordant,0.3775,1,1.91,CONCORDANT_NS,14.4,0.0834,0.0,Low_Risk,-0.7,no_extraction,0.5555555555555556,0.0,0.0476,2,83.2,71.1,100.0,81.8,100.0,55.6,90.5,A
CD013830,7,ratio,98.81,Robust,0.011904761904761904,Leave-One-Out,0,100,Suspected,0.4283,1,1.31,CONCORDANT_NS,0.0,0.0,10.0,Low_Risk,-0.7,no_extraction,0.1111111111111111,0.0,0,0,82.3,98.8,100.0,93.8,90.0,11.1,100,A
CD013834,8,difference,62.96,Fragile,0.0,Leave-One-Out,0,100,Suspected,0.9636,0,3.0,CONCORDANT_NS,61.2,0.2173,30.0,Moderate_Risk,1.76,no_extraction,0.0,0.0,0.0065,1,65.3,63.0,100.0,60.0,70.0,0.0,98.7,B
CD013844,9,ratio,71.11,Moderate,0.022222222222222223,Bias Correction,0,50,Discordant,0.5663,0,1.21,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.59,insufficient,0.2222222222222222,0.16666666666666666,0.0256,1,80.7,71.1,100.0,95.8,100.0,22.2,94.9,A
CD013874,4,ratio,93.33,Robust,0.0,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.16,no_extraction,0.1111111111111111,0.0,0.0455,2,78.6,93.3,100.0,76.0,100.0,11.1,90.9,B
CD013875,9,ratio,66.67,Fragile,0.6666666666666666,Bias Correction,0,100,Suspected,0.4547,0,2.13,FALSE_REASSURANCE,24.0,0.0833,0.0,Low_Risk,-0.09,no_extraction,0.25,0.0,0,0,78.2,66.7,100.0,77.4,100.0,25.0,100,B
CD014040,14,ratio,45.71,Unstable,0.45714285714285713,Bias Correction,1,100,Confirmed,0.1709,0,3.45,FALSE_REASSURANCE,76.5,0.0135,60.0,High_Risk,0.2,no_extraction,0.07142857142857142,0.0,0,0,55.2,45.7,87.5,51.0,40.0,7.1,100,C
CD014089,6,ratio,16.33,Unstable,0.16326530612244897,CI Method,0,100,Clean,0.906,0,1.42,FALSE_REASSURANCE,0.0,0.0,0.0,Low_Risk,-0.83,no_extraction,0.0,0.0,0.0175,1,67.4,16.3,100.0,91.6,100.0,0.0,96.5,B
CD014145,6,ratio,91.61,Robust,0.009070294784580499,Leave-One-Out,0,100,Suspected,0.7693,0,2.17,CONCORDANT_NS,22.0,0.2127,0.0,Low_Risk,-0.38,no_extraction,0.0,0.0,0,0,78.0,91.6,100.0,76.6,100.0,0.0,100,B
CD014300,9,ratio,80.16,Moderate,0.07936507936507936,Bias Correction,0,100,Suspected,0.965,1,3.14,CONCORDANT_NS,83.0,0.2909,90.0,High_Risk,2.5,no_extraction,0.2,0.0,0.0476,5,59.6,80.2,100.0,57.2,10.0,20.0,90.5,C
