review_id,k,scale,fragility_score,fragility_class,fragility_frac_sig,fragility_top_dim,bias_n_detect,bias_concordance,bias_class,bias_egger_p,bias_tf_k0,pred_pi_ci_ratio,pred_discordance,pred_I2,pred_tau2,orb_score,orb_class,orb_excess_sig,repro_class,repro_oa_coverage,repro_rate_strict,overlap_max_jaccard,overlap_max_shared,composite_score,d1_fragility_norm,d2_bias_norm,d3_prediction_norm,d4_orb_norm,d5_repro_norm,d6_overlap_norm,grade
CD015698,3,ratio,100.0,Robust,0.0,Estimator,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.19,no_extraction,0.3333333333333333,0.0,0.027,1,71.3,100.0,100.0,0,100.0,33.3,94.6,B
CD015721,6,ratio,41.5,Unstable,0.0,Leave-One-Out,0,50,Discordant,0.3412,0,2.33,CONCORDANT_NS,27.6,0.0019,10.0,Low_Risk,-0.34,no_extraction,0.0,0.0,0,0,67.5,41.5,100.0,73.4,90.0,0.0,100,B
CD015746,6,ratio,71.43,Moderate,0.7142857142857143,Bias Correction,0,100,Suspected,0.366,1,3.01,CONCORDANT_SIG,66.6,0.191,25.0,Moderate_Risk,0.87,no_extraction,0.7272727272727273,0.0,0.0067,1,79.6,71.4,100.0,59.8,75.0,72.7,98.7,B
CD015749,3,ratio,75.0,Moderate,0.0,Leave-One-Out,0,0,unknown,1.0,0,9.83,CONCORDANT_NS,43.3,0.1562,0.0,Low_Risk,-0.15,no_extraction,0.2631578947368421,0.2,0,0,66.9,75.0,100.0,0,100.0,26.3,100,B
CD015751,3,ratio,100.0,Robust,0.0,Estimator,0,0,unknown,1.0,0,6.48,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.18,no_extraction,0.0,0.0,0,0,66.7,100.0,100.0,0,100.0,0.0,100,B
CD015779,6,ratio,60.32,Fragile,0.6031746031746031,Bias Correction,1,100,Confirmed,0.0831,1,1.42,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-0.44,no_extraction,0.0,0.0,0,0,73.2,60.3,87.5,91.6,100.0,0.0,100,B
CD015786,10,ratio,78.79,Moderate,0.7878787878787878,Bias Correction,1,100,Confirmed,0.1273,0,1.18,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,-1.51,no_extraction,0.0,0.0,0,0,77.1,78.8,87.5,96.4,100.0,0.0,100,B
CD015788,8,ratio,15.87,Unstable,0.15873015873015872,Leave-One-Out,1,50,Confirmed,0.0616,0,3.01,FALSE_REASSURANCE,70.4,0.0294,15.0,Low_Risk,0.39,no_extraction,0.5,0.0,0.037,1,65.1,15.9,87.5,59.8,85.0,50.0,92.6,B
CD015804,8,ratio,96.3,Robust,0.0,Leave-One-Out,0,100,Clean,0.9256,1,1.41,CONCORDANT_NS,3.2,0.0003,10.0,Low_Risk,0.59,no_extraction,0.25,0.0,0,0,83.9,96.3,100.0,91.8,90.0,25.0,100,A
CD015820,4,ratio,73.33,Moderate,0.0,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.27,insufficient,0.42857142857142855,0.0,0.0556,1,80.2,73.3,100.0,76.0,100.0,42.9,88.9,A
CD015824,5,ratio,67.99,Fragile,0.6798941798941799,Bias Correction,0,100,Clean,0.9871,0,1.62,CONCORDANT_SIG,0.0,0.0,0.0,Low_Risk,0.7,no_extraction,0.3076923076923077,0.5,0,0,81.1,68.0,100.0,87.6,100.0,30.8,100,A
CD015830,4,difference,31.43,Unstable,0.3142857142857143,Bias Correction,0,0,unknown,1.0,0,3.22,FALSE_REASSURANCE,28.0,0.1384,0.0,Low_Risk,0.17,no_extraction,0.25,0.0,0.0167,1,68.1,31.4,100.0,55.6,100.0,25.0,96.7,B
CD015849,7,ratio,45.63,Unstable,0.45634920634920634,Bias Correction,0,100,Clean,0.5326,1,2.04,FALSE_REASSURANCE,22.9,0.0071,20.0,Low_Risk,0.51,no_extraction,0.2,0.0,0.0189,1,70.2,45.6,100.0,79.2,80.0,20.0,96.2,B
CD015854,5,ratio,88.89,Moderate,0.05555555555555555,Bias Correction,0,100,Suspected,0.8335,1,1.62,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.45,no_extraction,0.0,0.0,0,0,79.4,88.9,100.0,87.6,100.0,0.0,100,B
CD015894,7,difference,66.67,Fragile,0.6666666666666666,Bias Correction,0,100,Clean,0.9506,0,3.0,FALSE_REASSURANCE,62.0,0.1048,15.0,Low_Risk,-0.14,no_extraction,0.2857142857142857,0.0,0,0,73.4,66.7,100.0,60.0,85.0,28.6,100,B
CD015932,10,ratio,58.01,Fragile,0.5800865800865801,Bias Correction,1,100,Suspected,0.712,1,3.31,FALSE_REASSURANCE,94.3,0.0471,65.0,High_Risk,1.49,insufficient,0.06666666666666667,1.0,0,0,56.8,58.0,87.5,53.8,35.0,6.7,100,C
CD015968,3,difference,91.67,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,7.71,CONCORDANT_NS,12.9,0.824,0.0,Low_Risk,-0.22,no_extraction,0.4,0.0,0,0,71.9,91.7,100.0,0,100.0,40.0,100,B
CD016031,28,ratio,85.39,Moderate,0.011494252873563218,Bias Correction,0,100,Clean,0.9683,0,1.05,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.12,no_extraction,0.1935483870967742,0.0,0,0,84.0,85.4,100.0,99.0,100.0,19.4,100,A
CD016064,5,ratio,64.29,Fragile,0.0,Bias Correction,2,50,Confirmed,0.0269,2,1.62,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.31,insufficient,0.054945054945054944,0.5,0.0286,3,71.1,64.3,75.0,87.6,100.0,5.5,94.3,B
CD016119,16,ratio,83.94,Moderate,0.8394024276377218,Leave-One-Out,0,100,Suspected,0.1768,1,2.57,FALSE_REASSURANCE,33.0,0.0973,10.0,Low_Risk,-0.6,no_extraction,0.10526315789473684,0.0,0.027,1,74.6,83.9,100.0,68.6,90.0,10.5,94.6,B
CD016120,4,ratio,46.67,Unstable,0.01904761904761905,Leave-One-Out,0,0,unknown,1.0,0,4.4,CONCORDANT_NS,85.0,1.0846,40.0,Moderate_Risk,-0.04,no_extraction,0.2,0.0,0.0385,1,58.5,46.7,100.0,32.0,60.0,20.0,92.3,C
CD016131,5,ratio,88.89,Moderate,0.05555555555555555,Leave-One-Out,0,100,Suspected,0.6289,1,1.62,CONCORDANT_NS,0.0,0.0,0.0,Low_Risk,-0.66,insufficient,0.2857142857142857,0.5,0.1765,3,78.3,88.9,100.0,87.6,100.0,28.6,64.7,B
CD016136,30,difference,98.92,Robust,0.989247311827957,Leave-One-Out,1,100,Suspected,0.2934,0,4.75,FALSE_REASSURANCE,78.1,0.296,40.0,Moderate_Risk,-1.19,no_extraction,0.03333333333333333,0.0,0.006,1,62.3,98.9,87.5,25.0,60.0,3.3,98.8,B
CD016147,3,ratio,97.62,Robust,0.023809523809523808,Leave-One-Out,0,0,unknown,1.0,0,10.82,CONCORDANT_NS,59.8,0.0847,15.0,Low_Risk,0.61,no_extraction,0.0,0.0,0,0,63.8,97.6,100.0,0,85.0,0.0,100,B
CD016148,4,ratio,66.67,Fragile,0.0,Bias Correction,0,0,unknown,1.0,0,2.2,CONCORDANT_NS,0.0,0.0,20.0,Low_Risk,-0.16,no_extraction,0.21428571428571427,0.0,0,0,74.0,66.7,100.0,76.0,80.0,21.4,100,B
CD016211,5,ratio,83.33,Moderate,0.8333333333333334,Leave-One-Out,0,100,Clean,0.2579,2,1.62,CONCORDANT_SIG,0.0,0.0,20.0,Low_Risk,-0.4,insufficient,0.2,1.0,0,0,78.5,83.3,100.0,87.6,80.0,20.0,100,B
CD016278,4,ratio,93.33,Robust,0.0,Leave-One-Out,0,0,unknown,1.0,0,2.65,CONCORDANT_NS,5.8,0.0048,20.0,Low_Risk,-0.43,no_extraction,0.3333333333333333,0.0,0.125,1,74.8,93.3,100.0,67.0,80.0,33.3,75.0,B
